Name,sio2,tio2,al2o3,feot,mno,bao,sro,mgo,cao,li2o,na2o,k2o,p2o5,h2o,T,viscosity,ScTg,Tg,Source
NAK83.8.8,83,0,8.5,0,0,0,0,0,0,0,0,8.5,0,0,1267.4,11.47,Le Losq and Neuville 2013,,
NAK83.8.8,83,0,8.5,0,0,0,0,0,0,0,0,8.5,0,0,1260.3,11.64,Le Losq and Neuville 2013,,
NAK83.8.8,83,0,8.5,0,0,0,0,0,0,0,0,8.5,0,0,1256.8,11.64,Le Losq and Neuville 2013,,
NAK83.8.8,83,0,8.5,0,0,0,0,0,0,0,0,8.5,0,0,1253.7,11.72,Le Losq and Neuville 2013,,
NAK83.8.8,83,0,8.5,0,0,0,0,0,0,0,0,8.5,0,0,1249.9,11.75,Le Losq and Neuville 2013,,
NAK83.8.8,83,0,8.5,0,0,0,0,0,0,0,0,8.5,0,0,1234.7,12.06,Le Losq and Neuville 2013,,
NAK83.8.8,83,0,8.5,0,0,0,0,0,0,0,0,8.5,0,0,1198.8,12.78,Le Losq and Neuville 2013,,
R12,80.5,0.1,7.9,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.7,825,12.24,14,referenced in Hui Zang 2007,
R12,80.5,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.8,823,12.24,14,referenced in Hui Zang 2007,
R12,80.4,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.9,820,12.24,14,referenced in Hui Zang 2007,
R12,80.5,0.1,7.9,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.8,971,9.61,14,referenced in Hui Zang 2007,
R12,80.3,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.9,846,11.53,14,referenced in Hui Zang 2007,
R12,80.4,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.9,892,10.64,14,referenced in Hui Zang 2007,
R12,80.2,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4,3.3,0,3.1,772,13.23,14,referenced in Hui Zang 2007,
R12,80.4,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.8,804,12.76,14,referenced in Hui Zang 2007,
R12,80.3,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.9,765,13.71,14,referenced in Hui Zang 2007,
R12,80.3,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.9,752,14.2,14,referenced in Hui Zang 2007,
R12,80.4,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.9,784,13.2,14,referenced in Hui Zang 2007,
R12,80.3,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.9,779,13.2,14,referenced in Hui Zang 2007,
R12,80.4,0.1,7.8,0.9,0,0,0,0.1,0.6,0,4.1,3.3,0,2.8,728,15.2,14,referenced in Hui Zang 2007,
