Name,sio2,tio2,al2o3,feot,mno,bao,sro,mgo,cao,li2o,na2o,k2o,p2o5,h2o,T,viscosity,ScTg,Tg,Source
NAK50.25.0,50,0,25,0,0,0,0,0,0,0,25,0,0,0,1938,1.05,4.85,1073.8,Riebling 1966
NAK50.25.0,50,0,25,0,0,0,0,0,0,0,25,0,0,0,1943,1.03,4.85,1073.8,Riebling 1966
NAK75.12.12,75,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,1264.3,11.2,7.075,1222,Le Losq and Neuville 2013
NAK75.12.12,75,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,1260.9,11.19,7.075,1222,Le Losq and Neuville 2013
NAK75.12.12,75,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,1254.9,11.39,7.075,1222,Le Losq and Neuville 2013
NAK75.12.12,75,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,1249.6,11.44,7.075,1222,Le Losq and Neuville 2013
NAK75.12.12,75,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,1244.5,11.6,7.075,1222,Le Losq and Neuville 2013
NAK75.12.12,75,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,1234,11.8,7.075,1222,Le Losq and Neuville 2013
NAK75.12.12,75,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,1203.9,12.38,7.075,1222,Le Losq and Neuville 2013
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1117.5,12.6,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1130.9,11.92,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1139.5,11.52,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1151,11.08,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1161.9,10.62,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1170,10.27,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1172,10.13,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1179.6,9.89,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1189.2,9.56,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1198.8,9.21,9.2,1131,Neuville 1992
Ca50.25,50,0,25,0,0,0,0,0,25,0,0,0,0,0,1208.6,8.9,9.2,1131,Neuville 1992
