SiO2,Al2O3,Tl
82.08487764621562, 0.155676607404081, 1200
82.57814290244868, 1.023637181619055, 1200
84.38754484515019, 4.136152560303687, 1200
85.16196391655336, 5.466720055109170, 1200
86.10177988660271, 7.112745428471115, 1200
86.39297201051727, 7.623545984220505, 1200
80.06874308655114, 0.002876032341114, 1100
80.44008645869741, 0.641163898184527, 1100
81.93422405867581, 3.250983444892798, 1100
83.60254220704720, 6.319034010303101, 1100
84.42878227753162, 7.863237714842939, 1100
84.59687765058482, 8.177390247923230, 1100
83.63424300477527, 8.443317778572117, 1100
83.22766251805596, 8.647917228228842, 1100
81.61879249638025, 9.482440970561369, 1100
79.86949692271097, 10.47763350891797, 1100
78.93203283134781, 11.01084754884714, 1100
78.35529807062474, 11.34046410726293, 1100
76.11159685820496, 12.53354742373787, 1100
72.31321461487398, 14.24321282799478, 1100
70.74727661933309, 14.93737573268408, 1100
70.34641050396776, 15.14640807275897, 1100
69.76032705160930, 15.48566825857423, 1100
69.37918363103212, 15.65889926599493, 1100
69.29692751802224, 15.69072277124331, 1100
78.31965625141960, 0.000000000000000, 1000
78.36490579581384, 0.078944739907934, 1000
78.52538553896393, 0.356248573325174, 1000
79.01042926164429, 1.253070603584599, 1000
80.58152894872900, 4.210966645118517, 1000
81.26638376729315, 5.471405063621202, 1000
81.96328720858551, 7.043687343273579, 1000
82.17454384933122, 7.531661515103115, 1000
67.99729557554514, 13.63225225182850, 1000
68.40662587803730, 13.21436388508766, 1000
70.06472334729679, 11.64428251864024, 1000
72.42886226112448, 10.09042964475705, 1000
75.42942885599466, 8.957464532770572, 1000
78.39344326605448, 8.362431022849034, 1000
80.55399878194399, 7.922954382876855, 1000
81.86087521533403, 7.617349265354180, 1000
82.16608744992709, 7.544288002514819, 1000
48.16620906188938, 13.80618585321088, 1000
48.41008219884351, 13.69568288646014, 1000
49.28287910522843, 13.27922040076783, 1000
49.90188239944463, 12.90226114322467, 1000
51.41322077750699, 12.47609706062077, 1000
56.38976683671155, 11.42056169390430, 1000
57.96314501642430, 11.15843041429425, 1000
59.33728428664294, 11.36428883394735, 1000
62.47018462703207, 12.12857654014010, 1000
65.63375848398440, 12.94259088678028, 1000
67.50362068861726, 13.45868434852494, 1000
67.92384723185427, 13.57832371537688, 1000
41.56196102732804, 10.27265678030750, 1000
41.85928421670995, 10.57150395068173, 1000
43.14890133633755, 11.76628346980932, 1000
44.92013954589721, 13.06053462865652, 1000
45.91912935638387, 13.63690574049667, 1000
46.86214371235990, 13.85447152989096, 1000
47.90153723930700, 13.83666709053554, 1000
48.18159912154123, 13.81950812725618, 1000
56.78613099662466, 0.000000000000000, 1000
56.68585919656508, 0.118516185744341, 1000
56.34023063179683, 0.541220384029726, 1000
55.23649650711533, 1.602139993150739, 1000
51.48857485028599, 5.075515690184003, 1000
50.10604845979547, 6.236634293080194, 1000
48.72248060940548, 7.045521957195245, 1000
47.43941009594868, 7.615345040206305, 1000
46.13764416353531, 7.579427943551416, 1000
45.20732676416582, 7.132688925214713, 1000
44.95270851046026, 6.912716010348285, 1000
44.88999789465585, 6.824353692361854, 1000
60.78184368113679, 0.000000000000000, 900
60.32871631185888, 0.509694670113776, 900
58.36368946149398, 2.743362127027167, 900
55.23292923841724, 6.210868583218050, 900
52.27397556066579, 9.223829771293746, 900
51.49802438140946, 9.994913330032425, 900
51.53499713715986, 9.949505665099341, 900
52.11728593023661, 9.806510229135624, 900
54.60469800828043, 9.296337195237240, 900
58.30636044567531, 9.057835340202448, 900
61.73581860375364, 9.576203088143656, 900
64.40912681720805, 10.55938116928501, 900
66.17980214170882, 11.32637537154288, 900
66.60464188504875, 11.51165018894634, 900
79.82207393410471, 5.805733399574748, 900
79.26019619202750, 5.839422475364779, 900
77.10599723561849, 5.989805545962868, 900
74.73668386845847, 6.336277708403800, 900
72.16659491177677, 7.207371991950001, 900
69.52737577929848, 8.738017227304157, 900
67.67518202767316, 10.39038508688497, 900
66.80797850791026, 11.32271260525773, 900
66.62745220277525, 11.52414682821562, 900
76.84067065992272, 0.003591275730069, 900
77.12682759685833, 0.560406093453395, 900
78.29042155267490, 2.834196066244067, 900
79.48283305227967, 5.194274452980097, 900
79.78606391708624, 5.796911169550939, 900
75.19212509467520, 0.000000000000000, 800
75.36476619341036, 0.439298949493610, 800
76.05122223225985, 2.155419443084484, 800
76.70869278123132, 3.702451896161378, 800
76.87145028916973, 4.076994649373541, 800
76.91271225966273, 4.098791600231514, 800
76.43813261976801, 4.109033630481311, 800
74.68697506102573, 4.164364031636809, 800
73.01584441945256, 4.339044247053546, 800
70.95594481037425, 4.939655297089622, 800
68.08150985827943, 6.614900999861570, 800
65.94227945942492, 8.562906466180097, 800
65.42855528009738, 9.088034544393347, 800
65.43444025488560, 9.086713097035840, 800
65.10870271811439, 8.910226375369880, 800
63.73882473956778, 8.248579107454457, 800
61.74424456680367, 7.663063846548113, 800
59.79372553408852, 7.371996299491193, 800
58.53926823651382, 7.125961573862266, 800
58.24912812850568, 7.059244180340193, 800
58.24207147546365, 7.063966392885544, 800
58.61748170986832, 6.744135032176521, 800
60.02299820701010, 5.529983024158263, 800
61.16302545535852, 4.491383599513394, 800
61.42577058419283, 4.246692189211341, 800
73.77654648273334, 0.000000000000000, 800
73.77003938483668, 0.000346060999140, 800
73.74334525269812, 0.026782154115463, 800
72.96164801944943, 0.650683210187549, 800
69.96570785163411, 2.955375636904057, 800
68.86728585360669, 3.695966190256465, 800
67.58646856545406, 4.184652612076360, 800
65.99389286306115, 4.590563703323388, 800
64.38024807797218, 4.641750827657300, 800
62.71393820368406, 4.499436693961072, 800
61.64976445641517, 4.324387955562901, 800
61.40713440967333, 4.277572441191765, 800




























